Temperature (°C),Humidity (%),Moisture Level (%),Soil Type,Crop Type,pH Level,Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Fertilizer Recommendation
37.5,57.9,22.7,Sandy,Rice,7.5,34.4,45.1,57.7,DAP
34.1,76.3,36.0,Sandy,Sugarcane,5.3,21.8,27.6,18.9,Urea
28.9,78.0,33.2,Sandy,Maize,4.9,21.6,5.3,58.3,Urea
24.2,74.1,32.8,Sandy,Tomato,6.9,30.5,37.7,72.9,Gypsum
30.4,58.7,52.1,Silty,Rice,5.8,25.7,48.5,69.9,Urea
16.7,36.7,47.3,Loamy,Maize,6.0,33.5,10.1,31.1,DAP
35.9,33.9,43.1,Peaty,Rice,7.1,97.2,29.5,34.4,Gypsum
15.8,85.7,47.8,Clayey,Rice,5.7,56.9,6.9,43.3,DAP
39.6,81.7,30.1,Clayey,Cotton,7.1,18.8,45.0,44.1,Urea
25.5,68.2,29.4,Sandy,Rice,7.0,28.3,11.8,31.8,Urea
29.7,73.7,49.8,Peaty,Cotton,6.8,79.3,42.9,11.2,Potash
37.4,51.9,51.4,Peaty,Maize,7.2,97.5,16.9,28.3,DAP
17.4,62.1,37.4,Silty,Cotton,7.9,23.3,24.0,38.9,Urea
18.9,37.7,17.2,Clayey,Sugarcane,6.0,16.2,46.8,22.2,Urea
19.4,73.8,53.9,Clayey,Cotton,5.8,44.4,27.0,14.3,Potash
19.9,38.7,38.7,Peaty,Sugarcane,6.1,95.9,38.2,67.7,Urea
25.7,36.5,47.5,Silty,Sugarcane,5.7,18.4,38.8,45.6,Urea
20.7,53.6,11.5,Chalky,Tomato,7.5,97.6,20.2,49.3,Potash
22.6,60.7,40.0,Silty,Rice,6.5,75.6,33.0,29.0,Potash
30.6,80.6,31.1,Chalky,Rice,5.8,15.0,44.5,15.0,Urea
21.4,39.3,29.2,Sandy,Maize,6.5,96.4,47.5,42.1,SSP
34.6,86.7,44.0,Chalky,Cotton,6.5,80.1,7.1,18.0,DAP
34.3,31.6,53.0,Loamy,Tomato,4.6,93.1,14.7,16.6,DAP
20.0,63.9,52.3,Sandy,Cotton,7.4,10.4,16.6,74.1,Urea
33.1,76.6,13.3,Peaty,Sugarcane,4.9,54.5,41.8,27.5,Potash
20.6,46.9,25.5,Silty,Cotton,6.5,18.9,24.8,51.5,Urea
24.2,56.0,16.1,Silty,Cotton,6.1,73.3,12.5,64.2,DAP
26.4,67.5,23.5,Chalky,Wheat,7.6,15.1,31.0,23.5,Urea
28.9,35.5,59.7,Sandy,Rice,4.8,95.4,38.5,37.7,Gypsum
36.2,76.9,37.4,Loamy,Maize,5.1,69.5,23.2,47.5,Gypsum
18.5,67.8,30.7,Loamy,Tomato,7.2,64.1,18.8,63.4,DAP
36.3,45.8,47.5,Chalky,Wheat,8.5,67.4,8.7,75.1,DAP
37.2,80.6,47.5,Sandy,Wheat,5.5,64.8,24.1,54.3,DAP
37.6,33.8,24.5,Silty,Rice,5.7,61.5,33.3,15.5,Potash
25.9,32.3,30.4,Silty,Potato,8.1,56.2,20.1,37.5,SSP
34.9,88.9,42.5,Silty,Potato,6.2,72.1,45.5,37.4,Urea
31.1,33.2,49.5,Clayey,Sugarcane,5.6,59.7,27.2,19.6,Potash
21.7,61.4,12.1,Silty,Rice,4.8,27.7,41.2,61.8,Urea
32.2,66.2,51.0,Clayey,Wheat,5.7,11.7,11.1,15.1,Urea
20.7,61.0,47.9,Clayey,Wheat,7.6,65.8,46.2,36.7,SSP
36.6,74.6,23.7,Clayey,Wheat,4.9,95.3,15.8,56.2,DAP
25.9,47.1,26.3,Sandy,Wheat,5.1,94.2,13.9,51.7,DAP
31.0,45.2,56.2,Sandy,Maize,6.0,35.5,25.2,62.2,Potash
16.4,41.0,47.1,Sandy,Rice,7.8,31.3,18.1,74.2,DAP
32.6,65.3,46.4,Sandy,Maize,4.9,51.9,26.2,70.5,Gypsum
25.7,83.4,53.2,Sandy,Maize,5.3,68.4,47.1,44.6,Gypsum
32.4,66.5,44.3,Chalky,Sugarcane,4.9,54.0,39.5,59.0,Gypsum
17.4,30.8,30.3,Loamy,Potato,4.8,87.9,42.9,24.0,Potash
27.4,67.3,12.8,Chalky,Rice,7.8,99.4,18.5,69.3,DAP
32.5,69.3,51.1,Peaty,Maize,6.4,72.6,19.9,16.7,DAP
19.9,35.7,48.2,Chalky,Tomato,6.9,51.2,30.6,68.7,Potash
21.7,35.1,21.3,Peaty,Potato,7.8,83.6,9.8,13.4,DAP
33.3,82.8,51.2,Chalky,Cotton,7.0,92.9,37.8,34.2,Complex Fertilizer
30.7,67.4,59.0,Loamy,Cotton,7.8,58.7,49.5,52.7,SSP
32.4,76.4,48.2,Loamy,Rice,6.7,26.0,36.5,76.3,Urea
19.3,82.0,52.1,Sandy,Tomato,6.7,68.8,39.1,79.4,Potash
16.6,32.7,15.7,Silty,Wheat,6.7,87.8,19.1,24.0,DAP
21.2,47.1,20.7,Clayey,Wheat,4.8,76.9,23.6,30.1,Gypsum
35.7,53.1,26.7,Peaty,Cotton,5.5,96.0,6.1,13.0,DAP
26.1,49.8,38.4,Clayey,Cotton,6.8,46.6,48.9,12.1,Potash
39.5,35.7,15.7,Clayey,Maize,6.0,68.8,41.4,74.0,DAP
23.1,31.1,15.7,Chalky,Cotton,7.6,37.2,37.9,24.0,Potash
23.5,41.8,53.0,Sandy,Sugarcane,5.6,12.8,29.7,17.1,Urea
16.7,69.3,51.8,Silty,Tomato,6.0,70.3,13.4,25.8,DAP
37.5,68.5,40.2,Peaty,Potato,6.2,86.1,36.8,32.1,Complex Fertilizer
29.0,40.4,29.1,Silty,Cotton,4.8,97.8,25.7,50.0,Gypsum
19.3,62.7,55.5,Chalky,Sugarcane,8.0,48.8,32.7,15.8,Potash
16.4,54.9,33.3,Sandy,Wheat,7.1,84.3,25.8,57.9,SSP
34.5,51.0,27.3,Sandy,Wheat,7.2,95.8,34.3,13.4,Potash
30.7,63.5,17.8,Sandy,Sugarcane,8.0,61.8,13.4,47.3,DAP
38.5,36.1,27.0,Silty,Cotton,7.4,54.8,8.9,40.1,DAP
16.8,76.4,22.5,Silty,Wheat,7.1,56.5,22.1,67.7,Complex Fertilizer
24.9,89.6,22.5,Sandy,Potato,5.7,67.4,33.9,74.4,Urea
37.5,78.3,58.5,Clayey,Cotton,7.8,46.8,39.4,56.3,SSP
37.7,55.4,42.4,Loamy,Cotton,5.6,71.9,42.3,19.5,Potash
34.2,84.5,28.3,Sandy,Rice,5.5,66.6,41.2,54.2,Complex Fertilizer
28.5,76.5,42.2,Loamy,Cotton,7.8,23.6,50.0,53.7,Urea
28.9,76.1,36.4,Sandy,Sugarcane,5.3,28.3,46.8,15.8,Urea
27.0,43.1,33.9,Sandy,Potato,8.1,57.9,32.6,70.4,SSP
32.9,47.5,37.5,Loamy,Sugarcane,6.3,72.3,13.4,41.5,DAP
30.3,71.3,36.3,Silty,Cotton,7.1,18.3,18.8,24.5,Urea
37.3,48.5,51.0,Chalky,Potato,6.1,27.9,6.5,30.4,Urea
36.3,43.9,45.3,Silty,Wheat,6.9,89.1,12.1,49.0,DAP
17.8,55.9,58.4,Peaty,Cotton,6.6,74.8,21.4,58.3,Potash
23.5,42.5,38.6,Silty,Potato,6.8,65.4,16.3,32.2,DAP
31.4,54.2,35.0,Peaty,Cotton,5.1,23.6,9.3,63.4,Urea
31.7,53.6,28.6,Peaty,Tomato,5.6,88.5,7.9,33.2,DAP
18.9,50.8,21.2,Clayey,Tomato,4.9,95.5,10.8,78.5,DAP
29.5,47.7,47.3,Loamy,Tomato,6.2,12.9,29.2,44.2,Urea
28.1,76.0,59.9,Loamy,Tomato,5.1,18.7,34.4,53.3,Urea
24.2,46.6,37.6,Clayey,Potato,8.3,84.8,43.5,36.5,SSP
32.1,33.3,40.2,Clayey,Cotton,8.2,40.3,40.2,66.2,SSP
17.7,37.0,36.4,Chalky,Maize,6.1,57.6,28.5,47.9,Potash
25.7,48.6,35.5,Peaty,Maize,6.8,60.6,8.3,34.3,DAP
30.1,41.6,31.5,Sandy,Cotton,6.7,42.5,17.6,74.8,DAP
20.1,62.7,54.8,Chalky,Wheat,6.8,74.2,35.6,45.1,Complex Fertilizer
29.2,38.6,11.0,Chalky,Maize,8.2,38.8,18.1,24.9,DAP
33.6,46.9,39.3,Loamy,Wheat,8.5,80.7,13.8,63.2,DAP
38.1,39.1,34.0,Loamy,Maize,7.2,50.7,31.4,15.1,Potash
31.4,78.1,31.1,Chalky,Wheat,7.0,26.7,41.7,26.5,Urea
15.6,78.2,43.5,Clayey,Rice,7.3,13.2,19.2,37.5,Urea
39.8,70.0,36.6,Silty,Wheat,8.2,79.9,9.7,36.8,DAP
23.7,38.1,25.9,Loamy,Tomato,7.2,84.1,9.8,18.7,DAP
39.3,69.5,32.5,Chalky,Rice,7.6,95.8,27.7,32.0,SSP
19.5,86.6,27.8,Peaty,Maize,5.8,18.7,9.1,60.3,Urea
19.3,53.5,52.4,Chalky,Potato,8.4,29.2,44.8,29.2,Urea
28.3,67.9,49.3,Silty,Tomato,6.5,98.6,21.6,41.8,SSP
23.2,45.6,31.5,Peaty,Wheat,6.6,60.9,8.9,57.4,DAP
36.8,60.8,28.0,Chalky,Cotton,7.4,36.8,12.3,13.5,DAP
18.8,56.5,57.1,Loamy,Tomato,8.4,99.6,28.9,28.2,Potash
34.3,79.9,18.1,Sandy,Wheat,6.2,39.6,24.2,68.4,SSP
33.3,62.4,45.2,Loamy,Potato,5.3,41.2,14.4,43.3,DAP
26.0,32.5,44.0,Clayey,Maize,7.0,60.3,6.3,10.9,DAP
35.3,64.0,34.8,Peaty,Sugarcane,4.7,41.0,39.6,55.6,Gypsum
20.2,63.8,51.7,Chalky,Rice,8.5,66.1,9.1,24.7,DAP
18.4,76.0,17.8,Clayey,Rice,8.4,88.0,47.6,68.3,SSP
36.8,87.9,58.8,Loamy,Cotton,7.3,94.4,8.2,76.7,DAP
15.9,89.2,51.3,Peaty,Maize,5.1,85.4,8.5,57.5,DAP
20.7,36.3,49.6,Peaty,Tomato,5.4,13.5,39.1,78.4,Urea
22.2,88.4,14.5,Clayey,Sugarcane,8.2,43.6,36.3,45.8,SSP
18.4,34.1,37.8,Clayey,Potato,6.4,96.9,46.8,69.1,SSP
38.2,68.4,32.7,Loamy,Tomato,8.1,12.6,19.5,15.7,Urea
16.7,68.6,42.5,Peaty,Potato,7.4,51.1,41.0,36.3,Gypsum
19.2,52.1,37.2,Peaty,Sugarcane,5.4,71.4,24.2,16.4,Potash
36.1,87.6,34.3,Silty,Wheat,7.4,27.2,42.5,68.6,Urea
34.3,31.3,11.9,Chalky,Potato,5.2,14.5,39.2,34.9,Urea
28.9,41.0,41.7,Peaty,Sugarcane,7.1,86.0,30.0,42.0,Potash
17.6,35.8,42.8,Sandy,Potato,8.2,81.8,8.2,19.1,DAP
16.4,68.5,45.7,Chalky,Wheat,4.8,56.7,20.6,47.7,Gypsum
19.5,61.3,35.0,Loamy,Sugarcane,4.6,44.7,11.8,73.9,DAP
40.0,51.5,59.1,Sandy,Rice,5.3,77.6,43.3,44.2,Gypsum
31.9,80.3,23.2,Clayey,Sugarcane,6.1,54.2,45.5,43.2,DAP
26.4,56.7,49.4,Loamy,Rice,5.1,82.4,37.0,35.3,Gypsum
28.5,69.0,25.4,Silty,Tomato,6.6,96.4,22.8,17.7,Potash
19.0,50.8,36.5,Sandy,Potato,7.5,88.6,22.9,72.6,Gypsum
18.2,37.5,27.0,Peaty,Rice,6.8,24.8,17.2,26.3,Urea
31.5,37.6,42.4,Silty,Maize,8.0,52.5,9.0,53.2,DAP
39.6,38.6,21.0,Chalky,Sugarcane,5.6,62.9,34.2,53.9,DAP
37.2,83.7,55.9,Peaty,Maize,8.0,78.2,35.7,13.9,Potash
18.2,83.4,23.0,Silty,Wheat,6.5,12.6,23.5,37.6,Urea
34.3,70.0,31.4,Loamy,Wheat,7.4,34.2,12.3,36.4,DAP
36.7,59.6,20.2,Clayey,Cotton,5.7,61.9,45.2,16.7,Potash
29.7,65.3,25.9,Loamy,Maize,7.5,24.8,6.7,66.3,Urea
24.3,48.4,35.9,Peaty,Maize,7.4,44.4,43.3,66.2,Complex Fertilizer
37.5,54.5,46.6,Peaty,Wheat,5.1,38.7,13.1,49.6,DAP
32.2,62.1,42.5,Clayey,Potato,6.6,88.1,32.8,60.4,Complex Fertilizer
26.3,63.0,23.9,Peaty,Cotton,7.9,33.9,13.9,17.4,DAP
36.4,41.3,46.4,Clayey,Rice,8.3,61.4,18.9,54.3,DAP
35.0,62.3,50.9,Silty,Potato,5.6,36.1,49.2,78.7,SSP
29.5,63.8,17.6,Silty,Potato,6.7,96.1,7.3,38.3,DAP
31.4,60.9,46.8,Sandy,Sugarcane,7.7,74.7,25.1,41.0,SSP
32.2,75.7,25.0,Loamy,Tomato,4.8,36.9,49.0,61.8,Gypsum
29.7,53.7,55.9,Loamy,Potato,5.6,42.9,21.8,70.3,Urea
17.2,89.3,12.4,Loamy,Tomato,5.5,87.9,40.5,65.6,Urea
22.2,38.3,36.3,Silty,Rice,6.4,65.3,9.5,60.8,DAP
26.4,48.1,51.8,Clayey,Cotton,5.0,29.4,36.6,52.9,Urea
26.1,63.0,26.7,Chalky,Rice,6.6,97.0,21.5,74.7,Gypsum
22.9,87.4,58.0,Silty,Maize,4.6,18.7,37.9,60.1,Urea
22.6,61.9,39.7,Peaty,Potato,7.6,42.0,46.0,58.6,SSP
39.5,77.4,33.6,Clayey,Cotton,7.3,96.8,42.6,49.1,Potash
33.3,63.0,22.3,Silty,Maize,5.3,63.8,7.2,19.9,DAP
28.0,75.5,51.9,Clayey,Potato,5.0,78.5,44.2,55.8,Gypsum
25.6,48.3,36.7,Clayey,Rice,5.5,35.9,5.7,63.7,DAP
38.8,85.5,21.7,Peaty,Wheat,6.5,50.2,44.6,24.2,Potash
30.4,69.3,39.4,Sandy,Wheat,5.1,15.1,14.9,23.1,Urea
34.6,71.3,27.1,Loamy,Wheat,7.8,69.0,23.6,12.5,Potash
38.2,37.7,10.6,Silty,Sugarcane,7.3,41.2,24.3,51.8,Gypsum
18.7,56.4,44.4,Silty,Tomato,6.8,95.5,40.7,32.2,Complex Fertilizer
24.0,86.4,41.4,Loamy,Potato,8.2,16.5,39.7,41.8,Urea
21.7,60.3,44.8,Silty,Cotton,7.7,57.7,32.4,20.3,Potash
29.1,58.4,16.5,Sandy,Sugarcane,8.0,73.9,20.2,34.5,SSP
34.5,44.6,44.7,Sandy,Sugarcane,6.8,14.5,22.3,25.7,Urea
36.8,83.6,47.5,Sandy,Tomato,5.8,84.4,44.1,47.3,SSP
15.5,64.7,48.0,Chalky,Wheat,4.8,70.2,45.2,11.1,Potash
30.3,39.1,51.4,Clayey,Maize,7.7,31.9,5.4,76.1,DAP
35.0,76.7,48.2,Peaty,Maize,7.1,13.5,13.7,25.3,Urea
24.7,82.2,30.1,Sandy,Wheat,7.1,23.2,17.9,33.5,Urea
34.9,64.1,26.9,Sandy,Sugarcane,4.9,55.7,34.4,70.5,Gypsum
20.8,32.0,34.3,Loamy,Wheat,5.5,28.0,13.9,49.1,Urea
22.1,83.5,11.0,Peaty,Maize,5.6,36.2,23.8,62.0,Complex Fertilizer
38.5,45.4,49.0,Peaty,Potato,4.6,27.2,49.9,10.6,Urea
23.6,60.6,45.4,Chalky,Potato,5.1,70.6,18.0,27.1,DAP
33.6,69.4,24.4,Peaty,Tomato,8.5,94.6,24.7,12.8,Potash
16.9,73.0,59.4,Chalky,Cotton,6.0,82.0,8.3,52.1,DAP
34.1,70.7,16.4,Chalky,Cotton,4.7,38.7,13.7,33.2,DAP
24.0,75.9,56.2,Chalky,Wheat,6.0,61.0,28.5,24.2,Potash
39.8,81.5,10.0,Sandy,Wheat,6.1,21.7,11.6,36.8,Urea
38.5,41.5,43.3,Sandy,Maize,5.5,53.8,9.8,45.8,DAP
39.5,44.2,34.3,Loamy,Maize,8.4,25.9,35.6,46.5,Urea
17.2,36.0,39.3,Peaty,Cotton,8.2,90.0,5.6,66.6,DAP
39.9,82.1,11.2,Clayey,Potato,4.6,16.3,32.7,17.2,Urea
23.3,35.3,19.3,Chalky,Wheat,6.3,71.4,20.8,50.6,Complex Fertilizer
23.3,44.4,43.0,Sandy,Cotton,8.1,64.7,46.4,53.7,SSP
31.0,33.2,11.2,Silty,Potato,5.6,67.7,22.4,44.3,Complex Fertilizer
28.9,53.6,53.8,Chalky,Tomato,7.9,80.5,33.5,53.7,SSP
18.9,34.0,34.6,Sandy,Maize,5.4,80.7,9.2,69.0,DAP
39.6,67.0,12.4,Peaty,Potato,5.6,27.6,41.0,46.9,Urea
38.0,63.0,44.8,Silty,Cotton,7.9,26.0,18.6,34.8,Urea
20.6,60.2,19.4,Peaty,Cotton,4.9,74.9,43.1,18.7,Potash
36.2,85.6,43.6,Silty,Cotton,6.7,49.0,33.3,71.3,Urea
22.9,41.8,43.1,Silty,Potato,5.0,38.2,41.4,60.5,Gypsum
29.3,59.5,32.9,Peaty,Tomato,5.9,31.4,7.7,80.0,DAP
37.2,30.8,43.2,Sandy,Maize,4.8,61.2,35.6,39.9,Gypsum
17.1,87.8,27.8,Silty,Wheat,8.1,86.3,16.0,79.7,DAP
36.2,62.3,59.0,Clayey,Wheat,5.0,21.7,37.1,76.1,Urea
24.2,85.3,11.8,Loamy,Sugarcane,7.0,48.1,33.5,50.5,SSP
30.2,81.7,13.5,Sandy,Potato,5.2,49.9,41.9,71.7,Gypsum
37.6,67.2,30.4,Peaty,Wheat,7.3,44.8,37.6,53.9,Potash
28.2,57.2,13.9,Silty,Tomato,7.2,68.3,33.6,16.8,Potash
23.1,65.5,21.3,Peaty,Maize,5.6,63.7,31.9,61.0,Gypsum
20.8,78.1,55.6,Peaty,Maize,6.1,38.7,30.5,76.2,Potash
15.4,89.6,26.8,Chalky,Cotton,5.3,21.3,21.4,56.8,Urea
16.4,54.4,55.1,Peaty,Wheat,5.3,20.7,28.1,21.9,Urea
18.5,79.5,50.5,Chalky,Potato,6.7,80.5,14.9,26.0,DAP
37.1,69.0,42.7,Chalky,Wheat,7.2,88.9,20.1,34.9,Complex Fertilizer
31.2,34.0,34.4,Chalky,Maize,6.4,50.5,17.1,52.3,DAP
25.6,67.0,18.8,Loamy,Potato,6.9,13.1,31.7,46.0,Urea
29.1,39.6,51.4,Clayey,Rice,8.5,33.5,29.2,77.0,SSP
24.7,32.9,21.2,Silty,Maize,6.4,28.2,29.3,51.4,Urea
18.5,81.9,14.1,Peaty,Maize,4.5,87.3,14.1,60.1,DAP
32.1,78.2,19.4,Silty,Tomato,5.5,83.4,15.4,21.4,DAP
22.2,58.5,37.4,Clayey,Potato,8.5,86.7,17.8,69.9,DAP
21.5,46.0,38.4,Loamy,Tomato,5.5,86.8,28.5,55.5,Complex Fertilizer
39.3,68.3,22.4,Peaty,Maize,4.8,90.8,10.8,14.4,DAP
17.3,32.6,15.1,Peaty,Sugarcane,4.8,81.9,19.2,69.6,DAP
35.0,35.2,25.4,Loamy,Cotton,5.7,92.5,10.7,15.2,DAP
17.5,53.3,23.7,Peaty,Rice,4.9,12.0,23.8,51.0,Urea
37.8,58.7,47.5,Sandy,Potato,5.7,71.7,36.7,48.6,Gypsum
25.0,68.7,16.8,Clayey,Sugarcane,7.5,90.0,26.4,59.2,Urea
24.9,31.1,28.7,Peaty,Cotton,7.4,98.0,5.0,20.3,DAP
29.6,69.5,30.8,Clayey,Sugarcane,6.9,58.7,38.9,73.1,Potash
17.7,39.1,46.6,Loamy,Maize,7.1,25.7,7.5,12.0,Urea
33.8,44.8,29.9,Clayey,Wheat,7.1,56.2,45.7,60.5,Complex Fertilizer
28.6,54.4,11.0,Clayey,Rice,7.7,83.3,49.0,52.7,SSP
23.5,37.8,27.2,Loamy,Tomato,4.6,81.7,16.3,15.6,DAP
22.5,32.6,45.2,Peaty,Rice,6.7,45.9,10.5,79.6,DAP
18.9,89.0,30.3,Silty,Potato,5.0,37.8,36.4,57.4,Gypsum
39.3,47.0,26.0,Silty,Potato,7.0,32.6,36.1,23.3,Potash
17.9,53.8,13.8,Peaty,Sugarcane,6.2,52.8,19.7,69.2,DAP
23.1,88.3,44.1,Chalky,Cotton,5.0,53.7,37.8,66.0,Gypsum
27.8,44.5,47.5,Sandy,Sugarcane,6.1,38.9,11.1,38.3,DAP
30.8,53.8,56.4,Sandy,Potato,6.2,23.8,39.0,51.9,Urea
29.4,52.1,16.2,Clayey,Tomato,7.2,79.5,37.7,17.9,Potash
35.3,54.7,12.0,Silty,Wheat,5.0,14.2,24.7,34.0,Urea
22.6,59.1,40.4,Clayey,Maize,7.4,32.2,35.8,73.0,Urea
22.8,85.2,57.1,Silty,Cotton,7.1,43.5,32.0,17.5,Potash
34.6,67.0,39.6,Loamy,Maize,6.7,81.6,46.8,36.0,Potash
21.7,32.0,59.8,Clayey,Cotton,6.7,74.4,30.1,10.4,Potash
15.1,83.7,46.2,Silty,Maize,4.9,27.8,13.1,71.7,Urea
22.8,45.6,29.7,Clayey,Sugarcane,5.8,61.1,43.7,68.7,SSP
39.1,44.4,53.8,Sandy,Sugarcane,7.9,79.6,27.3,54.1,SSP
25.4,53.8,20.4,Sandy,Sugarcane,7.4,75.2,14.8,37.8,DAP
27.8,57.6,56.0,Peaty,Rice,8.5,68.1,7.4,10.6,DAP
21.5,57.1,44.4,Silty,Cotton,5.0,40.6,21.6,13.1,Potash
16.1,63.9,34.8,Silty,Wheat,6.3,72.5,11.2,43.9,DAP
28.2,82.7,28.3,Loamy,Maize,6.1,60.2,15.2,53.0,DAP
33.6,67.6,58.4,Silty,Sugarcane,5.6,53.9,36.6,24.2,Potash
20.7,49.2,35.3,Peaty,Tomato,8.4,40.2,39.0,23.9,Potash
26.2,51.9,24.5,Clayey,Rice,6.6,38.6,17.7,37.2,DAP
26.6,76.9,52.2,Clayey,Sugarcane,6.5,19.3,12.7,22.6,Urea
20.6,66.2,33.4,Sandy,Tomato,6.6,94.1,20.8,22.8,Potash
22.4,40.4,59.7,Chalky,Wheat,4.6,60.9,46.5,78.1,Gypsum
20.6,40.0,52.6,Chalky,Wheat,7.8,87.6,31.9,38.9,SSP
37.0,88.6,31.2,Sandy,Rice,7.3,79.1,13.2,58.6,DAP
35.4,52.7,18.5,Chalky,Sugarcane,6.7,35.3,13.9,75.3,DAP
29.4,75.1,42.6,Peaty,Sugarcane,5.6,60.4,44.3,43.3,SSP
29.9,87.7,47.9,Sandy,Sugarcane,6.1,46.3,15.6,57.9,DAP
38.4,63.3,32.9,Sandy,Potato,6.5,36.3,34.2,22.1,Potash
18.6,56.7,16.5,Loamy,Potato,5.1,38.8,11.5,50.2,DAP
35.0,53.6,53.8,Sandy,Rice,6.2,13.9,23.0,37.9,Urea
36.5,73.7,22.9,Peaty,Maize,8.3,62.9,26.3,75.9,SSP
22.1,65.7,35.6,Peaty,Maize,7.6,50.3,14.1,55.9,DAP
34.3,70.1,54.6,Chalky,Potato,7.2,54.9,43.6,14.7,Potash
38.4,30.7,58.2,Chalky,Potato,6.6,69.7,13.3,72.1,DAP
37.3,84.9,27.8,Chalky,Tomato,7.4,65.4,41.2,70.0,Complex Fertilizer
30.8,51.0,25.1,Sandy,Wheat,5.9,54.3,42.3,48.5,DAP
39.0,85.8,34.0,Silty,Potato,4.7,40.1,40.7,48.3,Gypsum
37.4,79.8,28.3,Sandy,Potato,7.6,77.3,8.8,35.6,DAP
36.3,48.9,27.5,Sandy,Sugarcane,8.4,84.6,14.2,66.9,DAP
20.8,53.4,41.3,Chalky,Sugarcane,5.7,60.6,43.0,38.1,DAP
35.3,46.9,47.6,Clayey,Tomato,6.6,72.6,23.0,54.6,Gypsum
23.2,70.7,56.1,Sandy,Maize,4.5,22.3,45.0,55.3,Urea
31.8,37.1,44.3,Clayey,Potato,6.1,30.3,5.5,56.0,DAP
37.3,75.3,49.2,Clayey,Potato,7.1,83.6,25.3,72.2,DAP
24.9,43.6,55.6,Loamy,Maize,8.5,64.6,42.7,75.8,SSP
16.5,71.7,25.3,Sandy,Cotton,5.1,57.5,44.0,11.2,Potash
15.5,78.3,16.9,Loamy,Tomato,7.2,63.7,20.7,14.7,Potash
34.3,37.9,48.8,Peaty,Cotton,5.2,36.4,23.1,66.0,Gypsum
29.6,30.6,22.2,Clayey,Maize,6.0,70.2,44.9,30.6,SSP
17.6,78.8,54.7,Silty,Rice,4.7,26.0,16.2,39.5,Urea
32.2,83.8,12.0,Chalky,Sugarcane,4.7,42.2,24.6,42.8,Gypsum
32.5,60.1,14.0,Silty,Maize,4.6,20.5,16.8,21.9,Urea
16.3,52.1,40.4,Clayey,Wheat,8.0,31.8,11.1,51.7,DAP
39.4,54.0,26.4,Loamy,Sugarcane,6.8,47.9,37.3,68.6,Complex Fertilizer
39.4,82.3,23.5,Silty,Sugarcane,4.5,40.6,5.8,55.6,DAP
34.5,44.8,23.7,Peaty,Potato,5.9,62.7,23.2,50.0,Potash
24.9,78.0,20.7,Clayey,Rice,7.8,43.5,35.7,63.9,SSP
26.5,33.7,49.1,Chalky,Tomato,8.0,70.1,45.6,30.1,SSP
18.8,53.1,18.9,Peaty,Rice,6.0,85.3,40.0,74.2,Gypsum
26.0,87.2,46.5,Silty,Maize,6.2,75.0,46.6,39.2,Gypsum
20.3,85.6,56.0,Peaty,Wheat,7.6,92.2,36.6,11.6,Potash
22.2,79.6,44.3,Clayey,Rice,8.4,20.7,48.1,63.3,Urea
26.7,44.7,27.9,Sandy,Tomato,5.9,68.5,22.2,18.7,Potash
27.4,31.0,59.1,Loamy,Tomato,5.5,26.3,30.1,32.1,Urea
34.1,69.4,57.9,Peaty,Sugarcane,5.2,97.3,30.5,49.0,Gypsum
39.4,71.7,18.5,Chalky,Cotton,8.1,25.9,38.1,21.2,Urea
25.5,51.0,19.1,Clayey,Rice,5.9,21.9,28.3,37.3,Urea
20.2,39.9,36.6,Chalky,Sugarcane,5.4,11.3,20.5,71.8,Urea
21.2,81.1,37.3,Sandy,Cotton,5.8,97.5,40.6,49.3,SSP
32.3,50.1,35.3,Loamy,Wheat,8.0,34.1,11.9,20.6,DAP
20.3,85.8,55.7,Peaty,Maize,5.8,49.1,21.6,24.0,Potash
37.1,75.6,28.9,Clayey,Wheat,6.7,88.5,14.1,14.9,DAP
20.5,78.8,22.2,Silty,Tomato,8.4,69.0,28.0,39.2,SSP
20.4,56.8,30.9,Sandy,Maize,4.9,44.3,26.5,51.7,Gypsum
34.8,56.7,21.4,Silty,Tomato,4.7,22.7,39.1,14.8,Urea
39.6,30.9,40.3,Silty,Tomato,7.8,24.4,20.0,44.0,Urea
31.2,88.4,21.0,Sandy,Tomato,7.0,62.2,33.1,46.1,Gypsum
32.9,55.8,26.0,Silty,Potato,4.8,45.7,7.2,12.0,DAP
28.8,46.3,40.5,Loamy,Rice,5.8,46.0,6.6,44.2,DAP
33.1,47.7,21.7,Sandy,Rice,6.8,18.9,8.6,24.5,Urea
31.4,86.1,14.3,Silty,Cotton,5.8,49.6,15.5,45.2,DAP
26.4,53.0,23.1,Peaty,Rice,7.5,61.9,19.3,69.7,DAP
15.7,31.2,55.8,Silty,Maize,6.1,16.1,44.8,37.1,Urea
38.7,43.3,33.8,Silty,Rice,7.5,91.6,40.1,51.8,Potash
20.9,88.8,34.6,Clayey,Rice,5.5,68.3,49.9,62.7,Gypsum
23.0,59.0,41.7,Chalky,Cotton,7.1,20.4,20.5,52.1,Urea
20.8,71.9,40.1,Sandy,Cotton,5.6,96.1,10.2,28.2,DAP
35.4,55.1,33.7,Sandy,Potato,8.2,42.2,6.6,19.6,DAP
32.3,78.7,12.4,Clayey,Cotton,6.9,94.3,16.1,29.2,DAP
